Input,Target,Progression
"We can try different treatments,but we need to be realistic.","I don't care about realistic,just save him.",I
"We'll do our best,but it's important to consider his quality of life.",Quality of life Just keep him alive,I
Your friend is asking to see you.,"Oh,thank goodness he's awake Can I go in",N
"Of course,but be prepared,he's a bit delirious.",Delirious From the medication,D
"Partly,and the head injury is causing some confusion.",I understand. As long as he's okay.,D 
"He is,for now.",Can I talk to him,N
"Yes,but keep it brief,he needs to rest.",I will.,N 
Your daughter's surgery was a success.,"Oh,that's wonderful news Can I see her",N
"She's still in recovery,but you can see her soon.","Thank you,doctor. You've been so kind.",D 
We'll let you know when she's awake.,I can't wait to see her.,D 
We'll keep you updated on her progress.,"Thank you again,for everything.",D 
Your husband is showing some positive signs.,Really Like what Is he going to wake up,N
"He's responding to stimuli,which is encouraging.",That's amazing Can I talk to him,D
Of course. We'll continue to monitor him closely.,"Thank you,doctor.",D 
We've completed all the tests on your mother.,"So,what's wrong with her What do the tests say",N 
"It's not good news,I'm afraid. It's cancer.",Cancer How bad is it,I 
"It's quite advanced,I'm so sorry.","No,no,this can't be happening.",I
"We'll discuss treatment options,but we need to be realistic.","I don't want realistic,I want a cure",I
We'll do everything we can.,You have to save her,I 
There's been a complication with your brother's surgery.,What kind of complication Is he going to be okay,N
"There was some excessive bleeding,but we managed to control it.",Oh my God. Is he going to be alright,I 
"He's in recovery now,but he's lost a lot of blood.",He needs a transfusion I can donate,I
"We've already taken care of that,he's receiving blood now.",Thank you. When can I see him,D
"He'll be in the ICU for a while,but you can see him soon.","Thank you,doctor.",D 
We need to talk about your wife's prognosis.,Prognosis What are you saying,N
"The treatment isn't working as we hoped,I'm afraid.","No,there has to be something else you can do.",I 
"We've exhausted all options,it's time to consider palliative care.",Palliative care You're giving up on her,I 
"We're not giving up,but we want to make her comfortable.",I can't lose her. She can't leave me.,I 
Your son's condition is deteriorating rapidly.,"No,no,this can't be happening. He was getting better.",I
"I'm so sorry,but there's nothing more we can do.",You have to do something He's just a child,I 
"We're keeping him comfortable,that's all we can do now.","I can't lose him. Please,not my baby.",I
"I know this is hard,but you need to be strong for him.",I don't know how to be strong right now.,I 
We've stabilized your father overnight. He's resting comfortably now.,Thank goodness. I was so worried. I barely slept.,N
"His blood pressure is still a bit high,but we're managing it with medication.",Will he need surgery,I
It's too early to say. We'll need to run more tests.,I see. When can I see him,I 
You can see him in about an hour after he's settled.,"Okay. Thank you,doctor.",D
The surgery went well. We were able to remove the entire tumor.,"Oh,thank God  You have no idea how relieved I am.",D
"He's still under anesthesia,but he should wake up soon.",Can I see him when he does,D
Absolutely. We'll let you know as soon as he's in the recovery room.,Thank you so much for everything.,N
"I know this is a lot to take in,but we're here for you.",I appreciate that. Thank you.,N
"We're monitoring her closely,but her condition is critical.",What does that mean Is she going to be okay,I
"We're doing everything we can,but there's a risk of complications.",Complications What kind of complications,I
It's possible she may need further surgery.,Oh no. I can't bear the thought of her going through more.,I
I understand this is difficult. We'll keep you updated every step of the way.,Please do. I need to know everything.,I 
He's responding well to the treatment. The infection is clearing up.,That's such a relief. I was so scared.,D
"He's still weak,but he should regain his strength soon.",Will he be able to come home soon,D
"We'll need to monitor him for a few more days,but it's possible.",I can't wait to have him back home.,D
We'll do our best to get him back on his feet.,Thank you for taking such good care of him.,N 
"The test results are in,and they've confirmed our initial diagnosis.",What does that mean for her What's the next step,I
We'll need to start her on a course of chemotherapy.,Chemotherapy Is that really necessary,I
It's the best course of action to fight the cancer.,I... I don't know what to say. This is a lot to process.,I
I know this is difficult news. We're here to support you both.,Thank you. We appreciate it.,N 
Your wife is awake and asking for you.,"Oh,thank heavens Can I see her",D
Of course. Just let me check her vitals first.,"Thank you,doctor. You've been so kind.",D
She's still a bit groggy from the anesthesia.,I understand. I just want to be there for her.,D
I'll take you to her now.,Thank you again for everything.,N
We need to discuss your husband's prognosis. It's not what we hoped for.,What do you mean Is it bad,I 
The cancer has spread more than we initially thought.,Oh no. How much time does he have,I 
It's difficult to say for certain.,I can't lose him. He's everything to me.,I
Your daughter is a fighter. She's doing better than we expected.,Really That's wonderful news,D
"She's still got a long road ahead,but she's making progress.",I'm so proud of her. She's so strong. ,D
We're all impressed by her resilience.,Can I see her now,D
Absolutely. She'll be happy to see you.,"Thank you,doctor. You've made my day.",D
"We've been able to stabilize his condition,but he's still unconscious.",When will he wake up,I
"It's hard to say. It could be hours,days,or even longer.",I just want him to open his eyes.,I
We're doing everything we can. We just need to be patient.,This is so hard. I feel so helpless.,I
Your mother's surgery was successful. She's resting comfortably.,"Oh,thank goodness That's a huge relief.",D
"She'll be in some pain,but we're managing it with medication.",I'm just glad she's okay. When can I see her,D
You can see her in a few hours once she's out of recovery.,Thank you so much for letting me know.,D
We'll keep you updated on her progress.,I appreciate that more than you know.,N
We're concerned about your son's lack of responsiveness.,What do you mean Is he going to be alright,I
We're running some tests to determine the cause.,Tests What kind of tests,I
We need to rule out any serious neurological issues.,"Neurological issues This is serious,isn't it",I
We'll know more once we have the test results.,Please keep me informed. I'm so worried.,I 
"The biopsy results are back,and it's not what we hoped for.",What does that mean Is it cancer,I
"Yes,it's malignant.",Oh my God. How bad is it,I
We need to run more tests to determine the stage and treatment options.,This is a nightmare. I don't know what to do.,I
He had a good night. His vitals are stable and he's showing signs of improvement.,That's wonderful news I was so worried.,D
"He's still weak,but he's on the road to recovery.",Can I see him today,D
Absolutely. He'll be happy to have visitors.,Thank you so much for taking such good care of him.,D
We're happy to see him doing better.,I can't thank you enough.,N
"We were able to stop the bleeding,but her condition is still critical.",What does that mean Is she going to make it,I
"We're doing everything we can,but it's too early to say.",I can't lose her. She's my best friend. ,I
I understand this is a difficult time. We'll keep you updated.,Please do. I need to know everything.,I 
"I'm sorry,but we did everything we could.",No... This can't be happening.,I
I know this is incredibly difficult to hear.,I don't understand. She was supposed to get better.,I 
We're here for you if you need anything at all.,I just... I need some time alone.,I 
"We've stabilized your father for now,but we need to run more tests.",Thank God... what exactly happened,N
"He's resting comfortably,but his blood pressure is still a concern.",Will he be okay This is all so sudden.,I
"We're doing everything we can,but it's too early to say for sure.",I... I don't know what I'd do without him.,I
"I understand this is difficult,but try to stay positive. We'll have more information soon.",Okay... I'm trying. Thank you.,D
We'll keep you updated every step of the way.,I appreciate that. Can I see him,D
He's still unconscious from the sedative.,Oh... okay. Can I stay here with him,N
"Of course,we'll make you comfortable.",Thank you. I won't leave his side.,N
Your mother is showing signs of improvement.,"Really Oh,thank goodness",D
Her infection is responding well to the antibiotics.,That's such a relief to hear.,D
"She's still weak,but she's on the right track.",Can I talk to her,N
"She's sleeping now,but you can see her when she wakes up.",I'll be right here waiting.,N
We're still waiting on the test results for your son.,I understand... it's just hard waiting.,N
"He seems comfortable,and his vitals are stable.",That's good... he's a fighter.,N
We'll have a clearer picture once the results come back.,"I know,I know. It's just agonizing.",I
We're here for you if you need anything at all.,Thank you. I appreciate it.,D
We'll keep you informed as soon as we know more.,Please do. We're all worried sick.,I 
Your wife's surgery went well.,"Oh,thank you,doctor That's wonderful news",D 
"She's still under anesthesia,but the procedure was successful.",Thank you so much. Can I see her,D 
She'll be in recovery for a while. We'll let you know when she's settled.,"Of course. As long as she's okay,I can wait.",N
We'll keep a close eye on her.,Thank you. You've all been so kind.,N 
We're here for both of you.,"Thank you,doctor. Thank you.",N 
We're monitoring your brother closely in the ICU.,Is he... is he going to make it,I
"He's critical,but we're providing the best possible care.",I... I can't lose him.,I
We understand this is a difficult time. We're doing everything we can.,He's all I have left.,I
We'll keep you updated on any changes.,Please... just save him.,I
We're here for you. Don't hesitate to ask for anything.,Thank you.,D 
Your daughter is awake and asking for you.,"Oh,thank goodness Can I go see her",D 
"Of course,just let the nurse know.",Thank you so much I was so worried.,D 
"She's a bit groggy from the medication,but she's doing well.",That's all that matters. I'm just glad she's okay.,N
We'll continue to monitor her progress.,Thank you for everything.,N 
"Your friend is stable,but his injuries are quite severe.",How... how bad is it,I
He has multiple fractures and internal bleeding.,Oh my God... will he be alright,I 
He's in surgery now. It's a delicate situation.,I... I don't know what to do.,I 
We'll update you as soon as the surgery is over.,Please... just tell me he'll be okay.,I
We're doing everything we can. Just try to stay strong.,Okay... I'll try.,D 
The next few hours are critical for your husband.,What... what does that mean,I
"We're doing our best to control the bleeding,but his condition is unstable.",Is he... is he going to die,I 
"We're not giving up,but we need to be realistic.",I can't... I can't lose him.,I 
We'll keep you informed of any changes.,Please... just do everything you can.,I 
Your grandmother is resting comfortably after her procedure.,"Oh,thank heavens. Can I see her",D 
"She's still a little drowsy,but you can visit her soon.",Thank you. I was so worried.,D 
"The procedure went smoothly,and she's recovering well.",That's such a relief. She's been through so much.,N
We'll continue monitoring her closely.,Thank you for taking such good care of her.,N 
We're glad she's doing well.,Me too. Thank you again.,N 
We have some concerns about your niece's test results.,Concerns What kind of concerns,I
There are some irregularities that require further investigation.,Is she going to be okay What's wrong,I
We need to run some additional tests to be sure.,This is all happening so fast... I don't understand.,I
"We know this is a lot to process,but we'll be with you every step of the way.",Thank you... I just want her to be alright.,D
Your nephew is out of surgery and in recovery.,"Oh,thank God How did it go",D 
"The surgery was successful,and he's doing as well as can be expected.",That's such a relief Can I see him,D
"He'll be in the ICU for a while,but you can visit him soon.",I'll be right there as soon as I can.,N 
We'll keep you updated on his progress.,Thank you so much for everything.,N 
We need to discuss some options for your father's treatment plan.,Options What do you mean,N
"There are a few different approaches we can take,each with its own risks and benefits.",I don't... I don't know what to do.,I
We'll explain everything clearly and help you make the best decision for him.,I just want what's best for him...,I
We're here to support you both.,Thank you. I appreciate that.,D 
"We've stabilized your father for now,but his condition remains critical",Thank you for telling me.  What happens now,N
He's on life support and we're monitoring him closely.  We'll know more in the next 24 hours,Can I see him,N
"Absolutely,let me take you to him",Thank you,D 
"He's sedated right now,but you can talk to him",Okay,D
"I know this is difficult,but we're doing everything we can",I appreciate that,D
"Your mother is stable now,but she has a long road of recovery ahead",I was so worried.  Thank you for taking care of her.,N
"She's a fighter,that's for sure. She's asking for you",Can I see her,I 
"She's still in the ICU,but you can see her for a few minutes",Thank you so much,D
"Just remember,she needs her rest",Of course,D 
We'll keep you updated on her progress,Thank you for everything,D
"We've done everything we can,but your son's injuries are very severe",Is he... is he going to be okay,I
He's in a coma right now.  We're doing everything possible to keep him comfortable,I just want to see him,I 
"Of course,come with me",Thank you,D
"He may not look like himself right now,but I assure you he can hear you",Okay,I 
"If you need anything at all,please don't hesitate to ask",Thank you,I
We have some concerns about your wife's test results,What kind of concerns,I
There are some abnormalities that could indicate a serious condition,How serious,I 
"We need to run some more tests to be sure,but it could be cancer",Cancer,I 
We won't know for sure until we get the biopsy results,How long will that take,I 
We should have those back in a few days,Okay,I
We've had to amputate your daughter's leg,Oh god... is she going to be alright,I
"The surgery went well,but she's still in shock",Can I see her,I 
She's still unconscious from the anesthesia,I just want to be there when she wakes up,I
"Of course,you can stay here with her",Thank you,D 
We'll do everything we can to support her through her recovery,Thank you,D
"The surgery was successful,but your husband has a long recovery ahead",I'm just glad he's alive,D
He's a strong man.  He'll get through this,I know he will,D
"He's still in a lot of pain,but we're managing it with medication",When can I see him,N 
"You can see him soon,but let him rest for now",Okay,N
We'll keep you updated on his progress,Thank you,N
Your brother is awake and asking for you,Oh thank goodness  Can I see him,D
"Of course,let me take you to him",Thank you so much,D
"He's still a little groggy,but he's doing well",I'm so relieved,D
He's a lucky man,He really is,D 
We'll continue to monitor him closely,Thank you for everything,D 
"We're doing everything we can to save your son,but his condition is very serious","Just please,do everything you can",I
"We are,I promise",I don't know what I'd do without him,I 
He's a fighter,He is,I 
We'll keep you updated on any changes,Thank you,I 
We'll keep fighting for him,Thank you,I 
I'm afraid we have some bad news,What is it,I
Your wife didn't make it,"No... no,that can't be right",I
I'm so sorry,This can't be happening...,I
I know this is incredibly difficult...,I... I need a minute,I 
"Of course,take all the time you need",Thank you,I
Your daughter is showing signs of improvement,Really  That's wonderful news,D
"She's still not out of the woods yet,but it's a positive sign",Thank you for telling me,D
We're going to continue her treatment and monitor her closely,Is there anything I can do,N
Just keep being there for her,Always,D 
She's a strong girl,She is,D 
"The test results are back,and it's not cancer",Oh thank God,D
"It's a different condition,but it's treatable",What is it,N
"It's called medical term,and we have a good treatment plan in place","I don't care what it is,as long as she's going to be okay",D
She's going to be just fine,Thank you,D 
We'll start her treatment right away,Thank you for everything,D 
Your husband is asking for you,"Oh,that's great",D 
"He's still weak,but he's getting better",Can I see him,D
"Absolutely,follow me",Thank you,D
"Just take things slow,he needs his rest",Of course,D 
We're all so happy to see him doing better,Thank you for taking such good care of him,D 
"Your friend is stable now,but he's lost a lot of blood",Will he be okay,I 
"He needs surgery,but we're confident he'll pull through",Can I see him,I
"He's still in the operating room,but you can wait here",Thank you,I 
We'll update you as soon as we know more,Okay,I
"I know this is hard,but try to stay positive",I'm trying,I 
We have to perform surgery on your son immediately,What happened  Is he going to be okay,I 
"He has a ruptured appendix.  It's serious,but we caught it in time","Please,just save my son",I
We're going to do everything we can,I need to see him,I
You can see him before we take him into surgery,Thank you,D
"He's scared,but he's strong",He is,I 
"We've stabilized your mother for now,but she's still in critical condition.","Thank you,doctor.  I was so scared.",N
We're doing everything we can.  She's a fighter.,I know she is.  She's the strongest person I know.,D
We'll continue to monitor her closely.,Can I see her now,N
"Yes,you can see her for a few minutes.",Thank you so much.,D
Of course.  Just let me know if you need anything.,I will.,N
"The surgery was successful,but there were complications.",Complications  What kind of complications,I
"There was some excessive bleeding,but we were able to get it under control.",Is he going to be okay,I
"He's in the ICU right now,and we're monitoring him closely.",Can I see him,I
"You can see him soon,but he's still unconscious.",This is all my fault.,I 
We'll know more in the next few hours.,I just want him to be okay.,I
"Your son's test results are in,and it's not the news we were hoping for.",What do you mean,I
He has a rare form of cancer.,Cancer  How could this happen,I
We're still determining the best course of treatment.,What are his chances,I
"It's too early to say,but we'll do everything we can.",I can't lose him.,I
We'll discuss treatment options soon.,Okay.,I 
I'm afraid your husband's condition has worsened.,What happened,I
His heart is failing.,Is there anything you can do,I
We're doing everything we can to keep him comfortable.,I don't understand.  He was fine yesterday.,I
I know this is difficult to hear.,This can't be happening.,I
We'll be here for you.,I don't know what to do.,I
We have some good news.  Your daughter is awake.,"Oh,thank goodness",D
"She's still weak,but she's responsive.",Can I see her,D
"Yes,you can see her now.",Thank you so much,D
She's asking for you.,I'm on my way,D
Just take it slow.  She needs her rest.,I will.,N 
We need to talk about your father's prognosis.,Okay.,N
His condition is terminal.,How long does he have,I
"It's hard to say,but it could be a matter of weeks.",Weeks  But he was just fine a few months ago.,I
I know this is difficult to hear.,I don't know what I'm going to do without him.,I
We'll make sure he's comfortable.,Thank you.,I
We're concerned about your wife's mental state.,What do you mean,N
She seems withdrawn and depressed.,She's been under a lot of stress lately.,N
It could be a reaction to the medication.,Could it be something else,I
We're going to run some tests.,I'm worried about her.,I 
We'll keep you updated.,Thank you.,N 
Your brother's surgery went well.,That's great news,D
"He's still in recovery,but he should make a full recovery.",Can I see him,N
You can see him in a few hours.,Thank you.,D
We'll let you know when he's out of recovery.,Sounds good.,N
Just let us know if you need anything.,Will do.,N
"We've run some tests,and we've found a mass in your mother's lung.",A mass  Is it cancer,I
"We're not sure yet,but we're going to do a biopsy.",When will you know the results,I 
It will take a few days.,This is just awful.,I
We'll know more soon.,I just want her to be okay.,I 
We'll keep you updated.,Thank you.,N 
"Your child is stable now,but the next few hours are critical.",Thank you for telling me. I'm so scared.,I
I understand. We're doing everything we can.,Can I see them,I
"Yes,you can see them briefly.",Thank you so much.,D
We'll continue to monitor them closely.,Please keep me updated.,N
Of course. We'll let you know of any changes.,Thank you.,N 
"The test results are in,and your husband has a serious infection.",An infection How did that happen,I 
"It's hard to say,but we're starting him on antibiotics right away.",Will he be okay,I 
We're doing everything we can.,I don't know what I'd do without him.,I 
We'll know more in the next few days.,Please let me know as soon as you know anything.,I 
Of course. We'll keep you updated.,Thank you.,N 
I'm afraid your friend's injuries are quite severe.,How severe,I 
She has multiple fractures and internal bleeding.,Will she be okay,I
She's in surgery right now. We're doing everything we can.,I can't believe this is happening.,I 
It was a terrible accident.,I just want her to be alright.,I
We'll keep you updated on her progress.,Thank you.,N 
We have some good news. Your son is responding well to treatment.,"Oh,thank goodness That's a relief.",D 
"He's still got a long road ahead,but he's showing signs of improvement.",Can I see him,N 
"Yes,you can visit him now.",Thank you so much.,D
"Just remember,he needs his rest.",Of course.,N 
We'll continue to monitor his progress closely.,Thank you for everything.,D 
We're concerned about your sister's lack of responsiveness.,What do you mean,I
She's not responding to stimuli as we'd expect.,Is she going to be okay,I 
We're running some tests to determine the cause.,This is so scary.,I 
We understand your concern. We'll keep you informed.,Please let me know as soon as you know anything.,I 
Absolutely. We'll be in touch soon.,Thank you.,N 
Your wife's surgery was a success.,"Oh,thank God  Thank you",D 
"She's still in recovery,but everything went as planned.",Can I see her,N 
"You can see her in a little while,once she's settled.",Thank you so much.,D 
We'll let you know when she's ready.,I really appreciate it.,D 
Of course.  Just let us know if you need anything.,I will.,N 
Your father's condition is deteriorating rapidly.,What does that mean,I 
His organs are beginning to fail.,Is there anything you can do,I 
We're making him as comfortable as possible.,How much time does he have,I 
"It's hard to say,but it could be a matter of hours.",I don't want to lose him.,I 
We'll be here with you.,Thank you.,I 
"We've done all we can,but your friend isn't responding to treatment.",What does that mean,I
I'm afraid there's nothing more we can do.,"No,that can't be right.",I 
We'll keep her comfortable and painfree.,I don't understand.  How could this happen,I 
I know this is incredibly difficult.,I'm not ready to say goodbye.,I 
We're here for you.,Thank you.,I 
Your daughter's condition has stabilized.,"Oh,thank goodness  Is she going to be okay",D
"She's still in critical condition,but she's showing signs of improvement.",Can I see her,N 
"Yes,you can see her for a short while.",Thank you so much.,D
We'll continue to monitor her closely.,Please keep me updated.,N
Of course.  We'll let you know if anything changes.,Thank you.,N 
I'm afraid we have some bad news.  The cancer has spread.,Spread  Where,I
It's in her lymph nodes now.,What does that mean,I 
It means the cancer is more advanced than we originally thought.,What are her options now,I
We'll discuss treatment options with you soon.,I just want her to get better.,I 
We'll do everything we can.,Thank you.,N 
"We've stabilized your father for now,but we need to run some more tests.",Thank goodness Is there anything I can do to help,N
He's asking for you. Would you like to see him,Of course Can I go in now,D
"I'll take you to his room. He's a little weak,so keep the visit short.",I understand. Just seeing him will be enough.,D
Your father is a fighter. We're doing everything we can.,I know you are. Thank you so much for everything.,D
We'll know more soon. Try to get some rest.,I will. Thank you again.,N 
"The surgery was successful,but there were some complications.",Complications What do you mean,I
There was some unexpected blood loss. We're monitoring the situation closely.,Is she going to be okay,I
She's in the ICU right now. We're doing everything we can to stabilize her.,I don't understand. How did this happen,I
We're not sure yet. We're focusing on her recovery right now.,"I need to see her. Please,can I see her",I
I'll let you know as soon as she's out of surgery.,"Please,keep me updated. I'm so scared.",I 
We have some concerns about your wife's test results.,What kind of concerns Is it serious,I
The tests indicate a possible malignancy. We need to do a biopsy to confirm.,Cancer Are you saying she might have cancer,I
We won't know for sure until the biopsy results come back.,This can't be happening. How could this happen,I
We're here for you and your wife. We'll discuss all the options once we have more information.,I don't know what to do. I'm so lost.,I
We'll be with you every step of the way.,Thank you. I just...I need a minute.,I 
We need to talk about your son's treatment options.,What are his chances Will he recover,N
"He has a long road ahead of him,but he's young and strong.",I'm willing to do whatever it takes. Just tell me what to do.,N
"We'll discuss the details later,but be prepared for a challenging journey.","I'm ready. As long as he gets better,I can handle anything.",N
Your strength and support will be crucial for him.,He's my son. I'll never give up on him.,N
We're here to support you both. You're not alone in this.,Thank you. That means a lot.,N 
Your mother's condition has taken a turn for the worse.,What happened She seemed stable yesterday.,I
She developed a sudden infection. We're treating it aggressively.,Is she going to be okay Please tell me she'll be okay.,I
"We're doing everything we can,but her condition is critical.",I can't lose her. She's all I have.,I
We understand this is difficult. We're here for you.,I just want her to get better. I don't know what I'll do without her.,I
We'll keep you updated on any changes.,"Please,do everything you can to save her.",I 
We have some good news. Your daughter is responding well to the treatment.,"Oh,thank goodness That's wonderful news",D 
"She's still weak,but she's making progress every day.",I knew she was a fighter. When can I see her,D
"You can see her now,but keep the visit short.",Of course. I just want to hold her hand.,D
She's been asking for you.,I've been longing to see her. Thank you so much.,D
We're optimistic about her recovery.,Thank you for giving us hope.,D 
Your brother is asking to see you. Are you up for a visit,"Yes,of course. How is he doing",N
"He's stable for now,but his condition is still serious.",I understand. I just want to be there for him.,N
He's been worried about you.,And I've been worried about him. I'm glad I can see him.,N
"Just be prepared,he might be a little emotional.",I am too. We'll get through this together.,N
I'll take you to his room.,Thank you.,N 
The test results are inconclusive. We need to run more tests.,More tests What does that mean,I
We need to rule out some other possibilities before we can make a diagnosis.,This is taking so long. I just want to know what's wrong.,I
We understand your frustration. We're doing everything we can to get answers.,It's just hard not knowing what's going on.,I
We'll keep you updated as soon as we know more.,Please do. This is agonizing.,I
We appreciate your patience.,I'm trying.,I 
Your husband is out of surgery. It went well.,"Thank you,God Can I see him",D
"He's still unconscious,but you can see him in the recovery room.",I just want to be near him.,D
He's going to be okay. The worst is over.,Thank you for taking such good care of him.,D
We'll move him to a regular room soon.,I'll be right by his side.,D
You can stay with him as long as you like.,Thank you. That means everything to me.,D 
We need to discuss your father's prognosis.,What are you saying Is he going to die,I
"His condition is very serious. We're doing everything we can,but...",But what Tell me,I
We need to prepare for the possibility that he might not recover.,"No,no,no. This can't be happening.",I
We're here to support you and your family during this difficult time.,I don't know what I'll do without him.,I
We'll do everything we can to make him comfortable.,"Please,don't give up on him.",I 
Your friend is awake and asking for you.,"Really Oh,that's fantastic",D
"He's still a bit groggy,but he's doing much better.",I can't wait to see him. Can I go in now,D
"Of course,follow me.",Thank you so much for letting me know.,D
He's been worried about you.,And I've been worried sick about him. This is the best news.,D
"Just take it easy,he still needs rest.",I will. Thank you again.,D 
We've done all we can. It's time to start thinking about comfort care.,What are you saying You're giving up,I
We're not giving up. We're shifting our focus to making her comfortable.,But she's not ready to go. I'm not ready.,I
We understand this is difficult to accept.,I can't accept it. There has to be something else we can do.,I
We'll be here to support you through this.,I don't want your support. I want you to save her.,I
We'll do everything we can to ease her pain and suffering.,This isn't fair. It's not fair,I 
Your son's surgery will be in two hours. Are you ready,As ready as I'll ever be. Is he scared,N
"He's a little nervous,but the staff is taking good care of him.",I wish I could be with him.,N
You can see him right before they take him into surgery.,Thank you. That will mean a lot to him.,N
We'll keep you updated throughout the procedure.,Please do. I'll be waiting right here.,N 
He's in good hands. Try to relax.,I'll try. Thank you.,N 
"We've stabilized your father for now,but he's still in critical condition.",Thank God... Is he going to be okay,N
"He's a fighter,that's for sure. We're doing everything we can.",I just... I can't lose him. Not now.,I
We're taking it step by step. He's receiving the best care possible.,I need to see him. Can I go in,I
"Let's give him some more time to rest,okay I'll come get you soon.","Alright... just,please,keep me updated.",D
Of course. We're here for both of you.,Thank you.,D
"I wish I had better news,but the surgery was more complicated than we anticipated.","But she made it through,right She's alive",I
"Yes,she's out of surgery,but there were complications.",What kind of complications,I
There was some excessive bleeding. We're monitoring her closely in the ICU.,Oh my god... Is she going to be okay,I
It's too early to say for sure. We're doing everything we can.,I... I don't know what to do.,I
We're here for you. We'll keep you updated every step of the way.,Thank you.,D
"Your son is awake now,but he's still very weak.","Can I see him Please,I need to see him.",I
Oh honey... you're awake.,Mom... what happened,N
"You were in an accident,but you're safe now.",My head hurts... everything hurts.,I
"The test results are in,and I'm afraid it's not good news.",What... what is it,I 
"It's cancer. We caught it early,but it's aggressive.",Cancer... But... how,I
"We'll discuss the details later. Right now,we need to focus on treatment options.",Treatment... will it work,D
We have a good plan in place. We'll fight this together.,I'm so scared.,I
"We did everything we could,but her heart gave out.","No... no,that's not possible.",I
"I'm so sorry. We tried to revive her,but...",She can't be gone. She just can't be.,I 
I know this is incredibly difficult. We're all grieving with you.,I... I need to see her.,I 
"We'll be here for you if you need anything,anything at all.",Thank you.,N 
"Your wife is out of surgery,and it was a success.",Oh thank goodness Can I see her,D
"She's still unconscious,but she'll be in recovery soon.","That's okay,I can wait. As long as she's alright.",D
She's a strong woman. She'll pull through this.,I know she will. She's incredible.,N
We'll keep you updated on her progress.,"Thank you so much,doctor.",N
I can't thank you enough for everything.,We're just doing our job.,N 
"The biopsy results are back,and it's benign.",Benign Are you sure,D
"Yes,it's not cancerous.",Oh my god... that's... that's amazing news,D
I know it's a huge relief. I'm so happy for you both.,I can't believe it... Thank you.,D
You don't have to thank me. This is the best possible outcome.,I just... I don't know what to say.,N
"We were able to repair the damage,but his leg will need extensive rehabilitation.",Will he walk again,I
"It's too early to say for sure,but we're hopeful.",He's so young... this isn't fair.,I 
I understand your frustration. We'll do everything we can to help him recover.,He has his whole life ahead of him.,I 
"The medication seems to be working. His fever is down,and his breathing is improving.",That's such a relief to hear.,D
"He's still got a long road ahead,but this is a positive sign.",I was so scared... I thought I was going to lose him.,D
"He's a fighter,and we're here to support him.",Thank you for everything you're doing.,D
We'll continue to monitor him closely and keep you updated.,Please do.,N 
"Unfortunately,the treatment isn't working as we hoped.",What does that mean,I
The cancer is spreading. We need to discuss other options.,But... there has to be something else we can do.,I
"There are other treatments,but they're more aggressive.",We have to try everything. We can't give up.,I 
I understand. We'll explore all possibilities.,I just want him to get better.,I
We need to talk about endoflife care options.,No... we're not there yet.,I 
"I know this is difficult to hear,but we need to consider her comfort.","She's not giving up,so neither am I.",I 
"I admire your strength,but we don't want her to suffer.",There has to be something more we can do.,I 
The surgery was a success We were able to remove the tumor completely.,Oh my god... that's wonderful news,D
"It's still early,but we're very optimistic about her prognosis.","Thank you,doctor. Thank you so much.",D
"We'll monitor her closely,but she should make a full recovery.",I can't believe it... this is a miracle.,D 
"We've stabilized your father for now,but he's still in critical condition.",Thank God... what does that mean exactly,N
"He's responding to treatment,but we need to monitor him closely.",I just... I don't know what I would do without him.,N
We're doing everything we can.,"I know you are,and I appreciate that. It's just so hard to see him like this.",I
I understand. This is a difficult time.,I just want him to be okay.,I
We all do. We'll keep you updated.,Please do. Thank you.,D
"Your daughter is a fighter,she's holding on.",She has to. She has so much to live for.,N
We're giving her the best possible care.,"I know,and I'm grateful for that. But I'm so scared.",I
It's natural to feel scared. We're here for you.,I just don't want to lose her.,I 
We're doing everything in our power to prevent that.,I just want to hold her hand again.,I
We'll let you know when that's possible.,Thank you.,D
"We're running some tests,but your husband is resting comfortably.",Thank you for letting me know. When will we get the results,N
Hopefully by tomorrow morning.,The waiting is the hardest part.,N
I understand. We'll be here with you every step of the way.,I appreciate that more than you know.,D
We'll keep you informed of any changes.,Thank you. Please do.,D
He's in good hands.,I know he is. You're all amazing.,D
Your mother is showing some positive signs.,Really That's wonderful news,D
Her blood pressure is stabilizing.,"Oh,thank goodness. Is she awake",I
"Not yet,but that's the next step.",Can I see her,I 
I'm so relieved to hear she's improving.,"We're taking it one step at a time,but this is definitely a step in the right direction.",D 
"The surgery was successful,but there were some complications.",Complications What kind of complications,I 
"He's lost a lot of blood,and we're monitoring him closely.",Oh God... is he going to be okay,I
We're doing everything we can. He's in the best possible place.,I just... I can't lose him.,I
We understand. We'll keep you updated on his progress.,Please do. Thank you.,D
We're still waiting on the test results for your son.,How long will it be,N 
It could be a few hours.,This is agonizing.,I
I know it's difficult. We'll let you know as soon as we have more information.,Thank you.,I
We're here for you if you need anything.,I just want to know what's going on.,I
Your wife is out of surgery and in recovery.,Thank God. How did it go,N
It went well. The doctor was able to remove the tumor.,"Oh,that's amazing news",D
"She's still unconscious,but she should wake up soon.",Can I see her,I
Thank you so much.,You're welcome.,D 
We need to talk about your brother's prognosis.,Prognosis What do you mean,I 
His condition is worsening.,But... how He was doing better yesterday.,I
"Unfortunately,there's been a setback.",This can't be happening.,I
We're doing everything we can to make him comfortable.,I don't understand.,I 
Your friend is asking for you.,"Oh,thank goodness Is he awake",D
